MRGID,ELEVCLASSMIN,ELEVCLASSMAX,deepsea_area,deepsea_area_km2,eez_v11_GEONAME,eez_v11_MRGID_TER1,eez_v11_POL_TYPE,eez_v11_MRGID_SOV1,eez_v11_TERRITORY1,eez_v11_ISO_TER1,eez_v11_SOVEREIGN1,eez_v11_MRGID_TER2,eez_v11_MRGID_SOV2,eez_v11_TERRITORY2,eez_v11_ISO_TER2,eez_v11_SOVEREIGN2,eez_v11_MRGID_TER3,eez_v11_MRGID_SOV3,eez_v11_TERRITORY3,eez_v11_ISO_TER3,eez_v11_SOVEREIGN3,eez_v11_X_1,eez_v11_Y_1,eez_v11_MRGID_EEZ,eez_v11_AREA_KM2,eez_v11_ISO_SOV1,eez_v11_ISO_SOV2,eez_v11_ISO_SOV3,eez_v11_UN_SOV1,eez_v11_UN_SOV2,eez_v11_UN_SOV3,eez_v11_UN_TER1,eez_v11_UN_TER2,eez_v11_UN_TER3
"48945",0.5,1.5,42669123220.4829,"42669",Overlapping claim Glorioso Islands: France / Madagascar,8607,Overlapping claim,7963,Glorioso Islands,,Madagascar,8607,17,Glorioso Islands,ATF,France,0,0,,,,47.09690,-11.61810,48945,43506,MDG,FRA,,"450","250",,,"260",
"48946",0.5,1.5,274443939011.768,"274444",Overlapping claim Ile Tromelin: Reunion / Madagascar / Mauritus,8613,Overlapping claim,17,Ile Tromelin,,France,8613,7963,Ile Tromelin,,Madagascar,8613,8614,Ile Tromelin,,Republic of Mauritius,54.67305,-15.71127,48946,274555,FRA,MDG,MUS,"250","450","480",,,
"48948",0.5,1.5,184403157630.785,"184403",Overlapping claim Matthew and Hunter Islands: New Caledonia / Vanuatu,49593,Overlapping claim,17,Matthew and Hunter Islands,,France,49593,2202,Matthew and Hunter Islands,,Vanuatu,0,0,,,,172.03655,-23.27911,48948,187184,FRA,VUT,,"250","548",,,,
"48950",0.5,1.5,193499685931.584,"193500",Overlapping claim Kuril Islands: Japan / Russia,9011,Overlapping claim,2121,Kuril Islands,,Japan,9011,2240,Kuril Islands,,Russia,0,0,,,,147.96154,43.88606,48950,213723,JPN,RUS,,"392","643",,,,
"48951",0.5,1.5,13859292869.3597,"13859",Overlapping claim Navassa Island: USA / Haiti / Jamaica,20312,Overlapping claim,8639,Navassa Island,,Haiti,20312,2204,Navassa Island,,United States,20312,8682,Navassa Island,,Jamaica,-75.18373,18.33814,48951,13890,HTI,USA,JAM,"332","840","388",,,
"48952",0.5,1.5,2380614283.51117,"2381",Saint-Barthélemy Exclusive Economic Zone,19099,200NM,17,Saint-Barthélemy,BLM,France,0,0,,,,0,0,,,,-62.62740,17.93270,48952,4179,FRA,,,"250",,,"652",,
"48953",0.5,1.5,351876323.958803,"352",Palestinian Exclusive Economic Zone,15525,200NM,15525,Palestine,PSE,Palestine,2123,2123,Israel,ISR,Israel,0,0,,,,34.23444,31.56915,48953,1120,PSE,ISR,,"275","376",,"275","376",
"48954",0.5,1.5,23149866459.7788,"23150",Overlapping claim Senkaku Islands: Japan / China / Taiwan,48936,Overlapping claim,2177,Senkaku Islands,,Taiwan,48936,2121,Senkaku Islands,,Japan,48936,8603,Senkaku Islands,,China,124.12211,26.52080,48954,73794,TWN,JPN,CHN,"158","392","156","0","0","0"
"48955",0.5,1.5,1510922582.41083,"1511",Overlapping claim Liancourt Rocks: Japan / South Korea,48935,Overlapping claim,2121,Liancourt Rocks,,Japan,48935,8600,Liancourt Rocks,,South Korea,0,0,,,,131.86633,37.24233,48955,1624,JPN,KOR,,"392","410",,,,
"48956",0.5,1.5,29660275.0679561,"30",Overlapping claim Doumeira Islands: Djibouti / Eritrea,48934,Overlapping claim,2111,Doumeira Islands,,Eritrea,48934,2131,Doumeira Islands,,Djibouti,0,0,,,,43.22221,12.75889,48956,245,ERI,DJI,,"232","262",,,,
"48957",0.5,1.5,207948816069.855,"207949",Guam Exclusive Economic Zone,8599,200NM,2204,Guam,GUM,United States,0,0,,,,0,0,,,,144.00261,12.92958,48957,208234,USA,,,"840",,,"316",,
"48962",0.5,1.5,14318077425.5466,"14318",Joint regime area Peru / Ecuador,2257,Joint regime,2257,Peru,PER,Peru,2166,2166,Ecuador,ECU,Ecuador,0,0,,,,-82.53248,-3.38858,48962,16097,PER,ECU,,"604","218",,"604","218",
"48964",0.5,1.5,60855194317.7021,"60855",Joint regime area Senegal / Guinea Bissau,2225,Joint regime,2225,Senegal,SEN,Senegal,8685,8685,Guinea-Bissau,GNB,Guinea-Bissau,0,0,,,,-18.77443,11.26100,48964,63460,SEN,GNB,,"686","624",,"686","624",
"48965",0.5,1.5,1114755628.62532,"1115",Overlapping claim: Venezuela / Aruba / Dominican Republic,2201,Overlapping claim,2201,Venezuela,VEN,Venezuela,8652,15,Aruba,ABW,Netherlands,8640,8640,Dominican Republic,DOM,Dominican Republic,-69.65326,15.30381,48965,1113,VEN,NLD,DOM,"862","528","214","862","533","214"
"48966",0.5,1.5,2859508814.52048,"2860",Joint regime area Spain / France,17,Joint regime,17,France,FRA,France,2185,2185,Spain,ESP,Spain,0,0,,,,-5.33333,45.25417,48966,2859,FRA,ESP,,"250","724",,"250","724",
"48967",0.5,1.5,7937226553.58233,"7937",Joint regime area United Kingdom / Denmark (Faeroe Islands),2208,Joint regime,2208,United Kingdom,GBR,United Kingdom,3297,2157,Faeroe,FRO,Denmark,0,0,,,,-7.51858,60.03609,48967,8011,GBR,DNK,,"826","208",,"826","234",
"48968",0.5,1.5,17337172498.3643,"17337",Joint regime area Costa Rica / Ecuador (Galapagos),2162,Joint regime,2162,Costa Rica,CRI,Costa Rica,5660,2166,Galapagos,,Ecuador,0,0,,,,-88.84132,3.22641,48968,17337,CRI,ECU,,"188","218",,"188",,
"48969",0.5,1.5,67157522.338736,"67",Joint regime area Guyana / Barbados,8649,Joint regime,8649,Barbados,BRB,Barbados,2124,2124,Guyana,GUY,Guyana,0,0,,,,-57.13214,10.68079,48969,67,BRB,GUY,,"52","328",,"52","328",
"48970",0.5,1.5,13110200917.407,"13110",Joint regime area Colombia / Dominican Republic,8640,Joint regime,8640,Dominican Republic,DOM,Dominican Republic,2175,2175,Colombia,COL,Colombia,0,0,,,,-72.50386,15.01851,48970,13111,DOM,COL,,"214","170",,"214","170",
"48971",0.5,1.5,863174610.299705,"863",Overlapping claim: Venezuela / Colombia / Dominican Republic,2175,Overlapping claim,2175,Colombia,COL,Colombia,8640,8640,Dominican Republic,DOM,Dominican Republic,2201,2201,Venezuela,VEN,Venezuela,-71.09015,15.05334,48971,869,COL,DOM,VEN,"170","214","862","170","214","862"
"48972",0.5,1.5,1530599080.89317,"1531",Joint regime area Honduras / Cayman Islands,2103,Joint regime,2103,Honduras,HND,Honduras,8638,2208,Cayman Islands,CYM,United Kingdom,0,0,,,,-83.94222,18.70111,48972,2075,HND,GBR,,"340","826",,"340","136",
"48973",0.5,1.5,1271646680.51606,"1272",Joint regime area Iceland / Denmark (Faeroe Islands),3297,Joint regime,2157,Faeroe,FRO,Denmark,2129,2129,Iceland,ISL,Iceland,0,0,,,,-10.98204,63.15298,48973,1234,DNK,ISL,,"208","352",,"234","352",
"48974",0.5,1.5,18526142778.8212,"18526",Joint regime area Ecuador / Colombia,2166,Joint regime,2166,Ecuador,ECU,Ecuador,2175,2175,Colombia,COL,Colombia,0,0,,,,-81.43712,1.46058,48974,18663,ECU,COL,,"218","170",,"218","170",
"48975",0.5,1.5,45398429278.1085,"45398",Joint regime area Iceland / Norway (Jan Mayen),2129,Joint regime,2129,Iceland,ISL,Iceland,5343,2252,Jan Mayen,SJM,Norway,0,0,,,,-8.50000,69.29167,48975,45532,ISL,NOR,,"352","578",,"352","744",
"48977",0.5,1.5,1867431.94286778,"2",Joint regime area Sweden / Norway,2252,Joint regime,2252,Norway,NOR,Norway,2180,2180,Sweden,SWE,Sweden,0,0,,,,10.50095,58.80998,48977,140,NOR,SWE,,"578","752",,"578","752",
"48978",0.5,1.5,7708011136.60505,"7708",Joint regime area United States / Russia,2204,Joint regime,2204,United States,USA,United States,2240,2240,Russia,RUS,Russia,0,0,,,,-16.90039,61.18062,48978,8521,USA,RUS,,"840","643",,"840","643",
"48980",0.5,1.5,762888921060.715,"762889",Northern Mariana Exclusive Economic Zone,8598,200NM,2204,Northern Mariana Islands,MNP,United States,0,0,,,,0,0,,,,145.73933,18.28660,48980,763626,USA,,,"840",,,"580",,
"48982",0.5,1.5,18299136543.5453,"18299",Overlapping claim: Puerto Rico / Dominican Republic,8641,Overlapping claim,2204,Puerto Rico,PRI,United States,8640,8640,Dominican Republic,DOM,Dominican Republic,0,0,,,,-66.84125,20.89448,48982,18297,USA,DOM,,"840","214",,"630","214",
"48984",0.5,1.5,638208772.655973,"638",Colombian Exclusive Economic Zone (Serranilla),5772,200NM,2175,Serranilla Bank,,Colombia,0,0,,,,0,0,,,,-79.85562,15.79719,48984,1552,COL,,,"170",,,,,
"48985",0.5,1.5,1285386782.22093,"1285",Colombian Exclusive Economic Zone (Bajo Nuevo),48983,200NM,2175,Bajo Nuevo Bank,,Colombia,0,0,,,,0,0,,,,-78.63333,15.84999,48985,1550,COL,,,"170",,,,,
"49003",0.5,1.5,329325047305.794,"329325",Overlapping claim South China Sea,0,Overlapping claim,8603,China,CHN,China,0,0,,,,0,0,,,,114.10176,13.14179,49003,338839,CHN,,,"156","0","0","156","0","0"
"62589",0.5,1.5,629572929684.087,"629573",Chagos Archipelago Exclusive Economic Zone,8616,200NM,8614,Chagos Archipelago,,Mauritius,0,0,,,,0,0,,,,72.00202,-6.53945,62589,650804,MUS,,,"480",,,,,
"62596",0.5,1.5,2346462438.16424,"2346",Colombian Exclusive Economic Zone (Serrana),5770,200NM,2175,Serrana Bank,,Colombia,0,0,,,,0,0,,,,-80.30185,14.38087,62596,2838,COL,,,"170",,,,,
"62598",0.5,1.5,2672930172.18304,"2673",Colombian Exclusive Economic Zone (Quitasueño),5765,200NM,2175,Quitasueño Bank,,Colombia,0,0,,,,0,0,,,,-81.16088,14.30362,62598,3689,COL,,,"170","0","0","0","0","0"
